400000.0,39.2
800000.0,34.5
1200000.0,27.3
1600000.0,31.2
2000000.0,28.1
2400000.0,21.9
2800000.0,22.2
3200000.0,21.7
3600000.0,22.2
4000000.0,21.9
4400000.0,12.4
4800000.0,11.8
5200000.0,11.6
5600000.0,11.6
6000000.0,11.7
6400000.0,11.8
6800000.0,11.8
7200000.0,11.8
7600000.0,11.6
8000000.0,11.5
8400000.0,33.7
8800000.0,28.2
9200000.0,23.0
9600000.0,23.6
1.0E7,23.0
1.04E7,17.3
1.08E7,17.6
1.12E7,17.5
1.16E7,17.5
1.2E7,17.3
1.24E7,10.9
1.28E7,11.2
1.32E7,14.6
1.36E7,13.7
1.4E7,11.6
1.44E7,11.9
1.48E7,11.1
1.52E7,11.1
1.56E7,11.1
1.6E7,11.7
