200000.0,18.1
400000.0,17.3
600000.0,14.2
800000.0,14.7
1000000.0,14.9
1200000.0,11.1
1400000.0,11.4
1600000.0,11.9
1800000.0,11.0
2000000.0,10.9
2200000.0,5.8
2400000.0,6.0
2600000.0,5.9
2800000.0,5.8
3000000.0,6.2
3200000.0,5.9
3400000.0,5.7
3600000.0,5.7
3800000.0,6.0
4000000.0,5.7
4200000.0,16.2
4400000.0,13.7
4600000.0,11.9
4800000.0,11.7
5000000.0,12.3
5200000.0,8.8
5400000.0,8.6
5600000.0,8.6
5800000.0,9.0
6000000.0,8.4
6200000.0,5.5
6400000.0,5.7
6600000.0,5.5
6800000.0,5.4
7000000.0,5.7
7200000.0,5.9
7400000.0,5.5
7600000.0,5.7
7800000.0,5.6
8000000.0,5.4
8200000.0,15.5
8400000.0,12.8
8600000.0,10.9
8800000.0,10.4
9000000.0,10.8
9200000.0,8.5
9400000.0,8.6
9600000.0,8.5
9800000.0,8.6
1.0E7,8.8
1.02E7,5.5
1.04E7,5.6
1.06E7,5.6
1.08E7,5.4
1.1E7,5.5
1.12E7,5.7
1.14E7,5.7
1.16E7,5.9
1.18E7,5.6
1.2E7,5.8
1.22E7,17.9
1.24E7,12.6
1.26E7,10.9
1.28E7,10.9
1.3E7,11.0
1.32E7,8.4
1.34E7,8.6
1.36E7,8.7
1.38E7,8.6
1.4E7,9.8
1.42E7,5.6
1.44E7,5.5
1.46E7,5.6
1.48E7,5.6
1.5E7,5.5
1.52E7,5.5
1.54E7,5.5
1.56E7,5.6
1.58E7,5.4
1.6E7,5.6
