100000.0,9.6
200000.0,8.6
300000.0,7.6
400000.0,7.5
500000.0,7.5
600000.0,5.7
700000.0,5.8
800000.0,5.9
900000.0,6.1
1000000.0,6.1
1100000.0,3.0
1200000.0,3.0
1300000.0,3.0
1400000.0,2.9
1500000.0,3.0
1600000.0,3.1
1700000.0,3.0
1800000.0,3.1
1900000.0,2.9
2000000.0,3.1
2100000.0,8.6
2200000.0,7.0
2300000.0,5.8
2400000.0,6.1
2500000.0,6.3
2600000.0,4.3
2700000.0,4.4
2800000.0,4.5
2900000.0,4.6
3000000.0,4.5
3100000.0,3.0
3200000.0,2.7
3300000.0,2.8
3400000.0,2.9
3500000.0,2.8
3600000.0,2.8
3700000.0,2.9
3800000.0,2.8
3900000.0,2.8
4000000.0,2.7
