50000.0,15.0
100000.0,9.6
150000.0,6.7
200000.0,4.9
250000.0,4.8
300000.0,3.6
350000.0,3.8
400000.0,3.5
450000.0,3.6
500000.0,3.3
550000.0,2.0
600000.0,1.7
650000.0,1.8
700000.0,1.7
750000.0,1.4
800000.0,1.6
850000.0,1.6
900000.0,1.5
950000.0,1.5
1000000.0,1.6
1050000.0,7.1
1100000.0,3.7
1150000.0,3.2
1200000.0,3.2
1250000.0,3.2
1300000.0,2.4
1350000.0,2.8
1400000.0,2.4
1450000.0,2.2
1500000.0,2.4
1550000.0,1.4
1600000.0,1.5
1650000.0,1.4
1700000.0,1.5
1750000.0,1.5
1800000.0,1.4
1850000.0,1.6
1900000.0,1.4
1950000.0,1.5
2000000.0,1.5
2050000.0,4.3
2100000.0,3.4
2150000.0,3.4
2200000.0,3.2
2250000.0,3.1
2300000.0,2.4
2350000.0,2.4
2400000.0,2.3
2450000.0,2.3
2500000.0,2.3
2550000.0,1.8
2600000.0,1.5
2650000.0,1.5
2700000.0,1.5
2750000.0,1.5
2800000.0,1.4
2850000.0,1.4
2900000.0,1.3
2950000.0,1.4
3000000.0,1.3
3050000.0,4.3
3100000.0,3.5
3150000.0,3.0
3200000.0,3.1
3250000.0,2.9
3300000.0,2.2
3350000.0,2.1
3400000.0,2.7
3450000.0,2.3
3500000.0,2.3
3550000.0,1.4
3600000.0,1.4
3650000.0,1.5
3700000.0,1.5
3750000.0,1.4
3800000.0,1.5
3850000.0,1.3
3900000.0,1.4
3950000.0,1.4
4000000.0,1.3
