500.0,4.2
1000.0,0.9
1500.0,0.6
2000.0,0.4
2500.0,0.9
3000.0,0.1
3500.0,0.1
4000.0,0.2
4500.0,0.3
5000.0,0.2
5500.0,0.2
6000.0,0.0
6500.0,0.1
7000.0,0.2
7500.0,0.0
8000.0,0.2
8500.0,0.1
9000.0,0.1
9500.0,0.1
10000.0,0.1
10500.0,1.2
11000.0,0.5
11500.0,0.3
12000.0,0.4
12500.0,0.4
13000.0,0.3
13500.0,0.1
14000.0,0.4
14500.0,1.1
15000.0,0.3
15500.0,0.1
16000.0,0.2
16500.0,0.1
17000.0,0.1
17500.0,0.1
18000.0,0.2
18500.0,0.2
19000.0,0.2
19500.0,0.1
20000.0,0.1
20500.0,1.0
21000.0,0.5
21500.0,0.3
22000.0,0.3
22500.0,0.4
23000.0,0.2
23500.0,0.2
24000.0,0.2
24500.0,0.5
25000.0,0.4
25500.0,0.1
26000.0,0.2
26500.0,0.3
27000.0,0.1
27500.0,0.1
28000.0,0.1
28500.0,0.2
29000.0,0.0
29500.0,0.2
30000.0,0.1
30500.0,0.8
31000.0,0.3
31500.0,0.2
32000.0,0.3
32500.0,0.2
33000.0,0.1
33500.0,0.1
34000.0,0.1
34500.0,0.2
35000.0,0.1
35500.0,0.0
36000.0,0.1
36500.0,0.0
37000.0,0.1
37500.0,0.0
38000.0,0.1
38500.0,0.0
39000.0,0.1
39500.0,0.0
40000.0,0.1
